47490 69953
H11591 H40613
C45477 D10188
H23209 H41822
D11658 D740
H11685 H22353
S27444 S31249
H34231 D3501
C13760 H29272
C46463 S2317
C16061 S13008
H37730 D8247
C10506 C36446
H33987 S31455
S12336 H45849
C17861 S13273
S36129 D10845
C1876 D5821
D21065 D44674
D22454 D33677
S7674 S11007
S8141 S42947
D3869 S14216
C21478 D16957
D26251 C2498
D10866 C46111
C22005 S21954
H35195 S32163
C37749 D39332
D22308 C46607
S18305 H15597
C37469 H7513
D35927 D13365
C15921 C19702
C44362 D30676
C10810 D29473
H30776 D18903
H4753 S19868
H29614 C41527
S38850 C2738
C45764 H31263
C1243 D15836
D29626 S45876
D7768 C13506
H14129 C32597
H42347 D47483
D15888 D32778
D16358 C39041
C9434 H9520
S29259 C47145
S41201 C1562
D29639 H8771
S24853 C12403
S31039 H41122
H14674 H28476
C43923 S34078
S25584 S20858
D34864 C33240
D19267 S19097
S17976 C27928
S1260 H35224
H33109 H34631
S18749 S16090
S20004 S18549
D6993 S3605
S20132 C28961
H33882 S42127
H32405 D8061
S32672 H5828
S22331 S44260
C20729 S5975
S13147 S41906
H7137 S5656
D3286 S32085
S44597 H46183
H33067 D10088
H7836 H46941
C42612 H20929
C45330 C7363
C8658 S28881
H6651 D15016
C32412 S6600
C8937 C6915
H40913 S30423
H1229 H21214
D19308 S46294
D33987 S27105
S30225 H44538
H28159 D33990
H34585 S14213
S12213 D45740
H24584 S44253
H17795 C2519
D27880 S33535
C43586 C46371
C40900 C42041
D28234 C17389
C46049 D14078
C11352 D30581
H3296 C16148
C46119 D14850
H24091 H45948
H42180 D46384
H35 S28486
H26767 S43679
S350 C15650
S11528 C39297
D35262 H21766
H44205 C21973
S8647 S7539
H35619 C42587
S18721 D16833
H1762 H31084
H36981 D9027
S10469 C22531
D9348 S21648
D36871 S8207
S14152 D40459
D26478 C827
D45981 C16001
H20084 H5377
D59 C1215
S22575 S2596
D5153 C33262
H3508 D24495
D20849 D26153
S29367 D28910
C8957 C13040
S1409 C31634
C28903 C1899
C42170 D46849
S12928 S16583
D32587 H31778
H20292 S41294
S27661 D36383
C2726 S8643
D21029 C19893
H41665 D35071
S32769 H34086
C45506 D39456
D2101 C19076
C18529 H43970
S8710 H47035
H9288 D26920
D22939 D39408
