12241 7143
C1451 H11774
D1080 H9108
D2404 H10087
H3105 S5077
H3525 C6174
S9428 S11657
C9623 D2322
D3418 S7220
C1518 C838
C4440 S10958
D2679 D1241
S3985 C3051
H336 C6798
D2616 D2112
C11407 D11295
S11865 D8024
S5052 S8879
H3484 H6185
D1488 D53
D11893 H7953
S1730 H5208
H5272 S5938
H5289 H5457
C2513 H11484
D3946 H2492
C8076 S6541
C2104 S7089
D9295 S11298
S5250 S2217
D10957 D8469
S1582 D8133
C4955 D11368
H2303 S2144
H3019 H635
C5289 H11480
D2760 H6163
C7557 D8079
H7054 S7581
D1918 C2426
C10794 H6337
C7878 S2540
C9301 S967
S4964 D8371
D8437 H8838
H5684 C2834
D2293 D772
C6162 D5865
D4680 D10878
C2592 S3014
S9770 H7395
D9836 S5203
S4614 C1490
S6581 C5290
S10965 S11290
S12033 H2056
S12074 D5573
H10977 C11044
H10445 D8862
D4495 S631
S5873 D4745
S10453 C9632
C2541 C3295
S2631 C7524
S5757 D7942
C4888 D11182
S2045 S4367
S11211 H4254
D1325 S8870
H3742 D9506
S2715 H3532
S4191 S5231
S144 C10567
H5298 H2099
H5974 H7378
C2261 H4560
D6685 H11560
H8695 D10861
H5457 S6815
D88 S2947
D11875 S1917
D10264 D11087
S10481 C8990
C10903 H3809
H1269 S7449
C7542 C9013
H3292 C9406
D784 S10766
C7691 C11959
H7699 H11172
H2418 S4440
D7439 H10331
H9925 C7631
S9989 D1534
S1712 D11938
S6103 D4877
S10850 H5093
C8039 S3346
S2888 D5637
H719 H11180
D7565 S1282
H9729 S8464
C2063 C259
S1790 H4192
C11841 C633
S5874 H5454
D3383 C61
D4845 C6230
S5205 H10538
C10251 C8203
H6575 H11910
C9348 D6508
C11048 C2348
S705 D9779
C8483 D3671
D5626 C1523
D5410 D57
H11468 D7550
H8383 D7317
H7818 H11342
D12017 S89
D7106 S1308
S11131 H9703
S7510 C197
C687 S3824
H8457 C6183
C4588 S7827
C8057 S3181
H1381 H3624
D5030 D9738
C12154 H8280
S7519 S10325
S6596 H2968
C1138 D11559
C10482 D6512
H3913 C4792
C8863 D7694
S3954 S6488
H5206 C7590
H1419 S8182
S7337 D3829
H2999 D9047
S5624 C4179
H9349 S380
S5070 C8408
C10129 S11257
C8324 H3745
S2906 H7200
S8574 S3778
C9673 D4645
C1049 S9573
C5251 C6223
C3469 S11218
C1113 H11764
H74 C2968
S5072 D5539
C9561 C9088
C4370 H2766
D4240 H1290
S5885 S3626
H2140 H5502
H8300 S1713
H4565 C9838
S874 D5678
C10310 S1702
H4214 S2895
H2335 H4171
H10214 C1701
D2753 H8989
C9558 H10714
D2100 H4923
D3047 H10953
S2217 H6947
C182 S198
S8734 D4831
S4347 S97
C10005 C10184
C746 C11155
D5198 H11683
C942 H194
H7534 S2731
H1434 D3339
D8514 D1980
C6231 D3489
D1447 H9402
H10408 H7740
S11728 D4763
C261 S6565
H6287 D2290
S8169 C1953
C9047 C12077
D8342 H9507
D2580 D4518
D6164 H8907
S9240 S8240
D2753 S2113
C11791 S5151
D4838 H1691
C7765 H3566
D11156 C4504
C7689 D5886
C6327 S10843
H4286 C7614
S9089 S9234
C1864 C2078
S11006 C2204
C2698 H4566
D2911 H2355
C6501 D2259
C1057 C3167
S11496 H1769
S7969 C11614
H762 C10521
D10740 D3110
S5268 S11051
S1288 S2926
C7563 D1387
C4315 S5088
S10280 D2263
H5041 D1240
C11506 C9618
D11213 D4956
H5634 D3891
H2241 H8570
S7782 D6971
C4885 H5789
C7911 D9368
C2208 H9744
S11429 C7462
H10811 C11080
C12163 C7680
C1467 S11597
C3639 H7668
C4110 D9963
S9126 S10110
C12238 C9714
S7253 S822
D6395 S5382
S11426 C7265
S9789 S7087
S10513 S6846
C4649 D5322
S364 H8225
C5670 S12112
C8821 S5246
S8701 D1063
C6550 D11884
C11531 S10851
H7375 H5261
H3597 C11096
S8800 S6361
H3426 S10156
D6231 S10569
S5099 D8074
C6230 S9346
D5102 S2509
S684 D5480
S10490 C1321
