50287 89469
S28032 H34539
D24678 D48216
C33447 H16421
D35662 C8712
D13312 D35250
C279 S14067
D22144 S17381
D27885 D9473
D42415 C15698
D10445 D38474
S41772 S7453
C17590 S5429
D26031 D31260
C2817 D23161
C47824 H6083
S18868 H35297
H6457 S39815
D45350 C26438
D45438 C25445
S16470 C3394
S21134 D35943
D2146 C8028
C29200 D660
H34435 H49756
C9435 C23754
C10609 D13224
C48073 H45461
H40914 C3673
S36108 S24657
H39559 S43941
C36967 C31077
S18409 S27213
S40602 H31148
S16045 S32338
D45754 H40313
H23415 H50091
C45014 D47220
H33678 D45300
D46844 H35612
C15798 C14967
C24271 H1350
H42148 C22740
S22555 D42585
H7990 D13012
D37535 C8486
D49397 D36577
H24141 C25483
S35933 H5527
S7945 H1754
H23527 H6448
H3748 C2977
D20436 D49487
H35317 H13809
H42830 H46638
S9430 D9736
S46692 C46717
H42108 H18136
H48715 D4741
H45079 D1478
C30897 S30630
H47644 C28518
D8477 S42505
H27974 S48063
S4442 H938
H25956 C11715
S13662 H20754
S44068 H21382
C17492 S15419
S5760 H38472
D40066 H12217
D46881 H26913
S1756 H7413
S41486 S17149
S12430 S27267
S29984 S7289
H48009 C34778
S26166 S11531
C6946 H44223
D41507 S3241
H24412 S32882
H20311 H31218
S33399 S39617
H20324 C36890
D30419 D7306
C45 S44275
H8666 S11151
D11438 C9926
D4185 S20636
C45218 H24681
C50215 S32783
H42475 S3278
H10140 D5631
S21048 D47443
D14366 H1759
D31833 H17725
D20456 H18829
C22084 H13318
C31454 S29153
C35214 D47978
C9851 H16567
C18063 D46393
D27892 D24724
C39459 S19755
D6634 D40002
S36378 C31317
D2516 H8395
S22802 H18163
C49929 H46627
H30962 H15485
S35023 D50039
C7057 C8713
H11873 C33498
H46140 C28224
H49152 H8709
S6956 H22631
S25146 H15788
H20409 S43439
D50164 D19160
C14785 D46010
S44476 C2244
D49084 C7492
S19581 H2107
D38837 H43496
S42582 D36770
S14594 H6334
H37219 C33997
S20933 D20589
C8505 H23342
C3328 S20917
