57240 140
C51084 H28652
D28083 H5303
D27975 H50692
C5214 H36614
S45675 H38846
S12706 D15514
C9508 H15231
D30615 D10957
C50406 S32435
D57170 C20735
D34511 C28940
H3812 D19545
H2841 D26969
C31816 D46442
S53595 S2001
H37112 D13953
C53961 C18700
H23369 H39028
C46846 C19331
D6628 D49253
H37922 H12189
C4389 S23244
D10352 S38345
S26786 C57185
S8553 H9522
S8739 H25540
S33223 C55233
C53697 S17870
H9354 D2430
S37285 S42239
S15224 D28156
H30448 D49800
S36610 H55800
D49385 S17410
D33185 C17741
S46519 D13557
S48214 H28028
D29093 D48059
D11434 S35777
D8826 H23547
H14380 C14808
C18496 H45759
S51675 H54212
C27942 S35865
S24878 H6900
D18239 S14350
D27030 H13914
S51583 C44644
H53335 D19484
S33636 H21059
H19608 H6182
C6480 C47743
C10237 C20925
C29608 D7269
C31342 H43356
H42480 D20325
D42060 S23769
S17474 C22692
H17189 D35436
H18872 D56638
H16766 D38279
H34195 C49436
C12179 S17876
H2669 D4248
H8406 S2430
C54734 D41727
D10446 C14037
C56578 S40486
S41212 H49478
H32321 C39875
D54065 H23032
S28225 C54535
D44271 S40562
D48291 D36182
S19817 D3629
C56150 D5322
D25461 D48685
S38515 S19923
D24855 C24620
D28141 H9723
C36330 S44146
C38704 D26636
H31202 H17336
S19567 C396
H32719 C47175
S11539 D53405
C1570 C39108
D35135 S8502
H6564 H525
D56859 C26509
D36822 S15780
D33323 C33040
D35043 S9009
H19027 D26888
D1268 D18554
C35989 D33509
D46179 H29479
H40721 D9826
C40916 S20723
H21157 S53080
H24766 H35842
H19809 C15958
H27956 H22473
S29620 H32250
S37166 S25267
D37500 H19792
H41234 D39656
H42339 S31274
H52156 S6988
H12086 D7728
H16081 C10133
D2170 S51288
C30170 C54751
H3186 D56197
C11467 S28203
S6955 C44026
C34744 D164
D53040 D18895
C25905 C39273
S42674 C37060
H33475 H53377
C17338 D51230
D22085 H56229
H30449 D50574
H8198 C44478
S34550 D12182
D8157 H45292
C8100 H41755
H28348 S32380
D4700 C57181
H34659 H53404
C24496 C28017
S4914 S34360
S8853 H19186
D31258 H28398
D48907 C6408
D39854 S51996
H44703 S10500
D33199 D32703
S29268 S27782
