87579 19302
D1765 D81756
S64587 H83660
H4495 S25555
D38876 S67343
C27177 H1673
H1217 H37811
C54837 S58454
H57786 S9676
H62256 D73016
D6744 S15630
C2601 C61064
D65676 C73348
H76246 S66286
C27140 C74992
S42509 H21645
H42091 H9224
C72748 C21542
C15481 D50440
D66250 C35103
S38079 S20144
D77532 D14324
S43672 S57606
S38129 C65972
H65840 D69812
H76337 D28397
S86328 C38791
H79582 S75419
C30388 C42120
D64534 D7365
H42970 H14201
D7734 H2588
D27606 S84618
H343 S46430
C67395 D15286
C81132 H56098
D61246 S41907
D24585 S84877
C17127 C375
H41666 D28456
D62240 C34142
C38072 C81883
D4992 S24280
C66179 C61621
D17059 D50254
S37972 C29019
H30833 D25781
C20984 S36724
S73246 D52229
S65232 C31486
D65731 C18050
S56885 H49767
C76824 S34833
S78242 H50663
C84862 H35720
D38731 D23543
C51799 C54456
D59420 S57320
S82800 D74472
S42586 S25428
C30406 S60131
H40884 S50236
C4149 S32290
S28836 C29115
C82164 S58450
S76806 D40337
D27997 S48780
D17953 C4073
S59465 C73871
D4094 H23380
C66689 H79587
D2407 C51863
S33758 D83798
D67704 H14451
D30980 C38606
H5532 H2310
C1625 C76978
C6452 D67
S17020 C44599
C13962 S55507
H76435 S75883
H68330 D60543
C47042 S34715
C19297 D5430
H78004 S69991
H31605 D61359
S38244 S5023
S34494 C82076
H3597 C57684
H18929 H21629
H13966 C40315
C6325 C28951
D65617 D4417
C10552 H25855
D83765 C1155
H4923 H47064
D30938 C58463
C32510 D82350
S33321 H35680
C71588 D50767
D44133 C82599
D31638 S49569
H55901 C31940
H18516 D3404
D66984 C47457
H24573 H65829
C11483 H7719
S52009 C60204
C33736 H41804
H8524 H86000
D28604 H18842
H29370 S60021
H60534 C39870
D20687 H24083
S33300 H22630
H74877 S40293
C83525 D9386
S15785 C26802
H20107 S7443
H16853 C16685
S37139 D63333
D19781 C53715
D47248 D8617
H80244 C86042
D70290 H62275
H69736 H18200
D27284 H51060
D12131 S73825
H18951 C54226
C85418 S63761
S41660 H45851
H56110 S54311
D23497 H28277
C61525 D39797
C4769 D52500
S63342 C43956
C16211 D48390
D8754 C50882
C50756 D14139
D81114 D35274
D42934 C55801
H70685 H85083
D21558 S25130
S78453 D26456
D87109 S7295
S8093 S20900
H55048 C71747
D45196 S84116
D3200 S29550
C22 C58058
D7010 D19204
D39853 H54379
C59686 C87132
S58044 S28415
H10 D15183
H7703 H25365
S73995 H6380
S57735 H35875
D46572 S33510
S23075 S58423
S10596 C31349
C27161 C68849
H77194 H64925
D32068 H83092
H5512 H11925
C66358 H17639
C62433 S24635
D48130 S87239
S54639 S57331
D66747 C78100
C26565 S68943
D50136 D17034
S68145 S22127
C10489 H44054
C87165 S5737
S87439 H15523
S18577 H38802
C46521 C11284
H28091 C81284
S8456 C63355
D77072 C34300
C36101 C24449
H50099 H23113
C15356 S34381
S24063 S69845
C44358 D54268
H10089 S61805
C6952 S49190
S82671 H68944
S33216 D43202
C36573 H26060
D82792 C11814
S29841 H57668
C79255 D68100
D41433 D28976
S31319 D84066
D16790 C55053
S66799 C61991
H5800 D78419
D2566 S16771
H1049 D34409
D68386 H27653
C67844 S17798
S73276 C37798
H56861 H65729
D56043 H73166
H56379 H61706
D37722 D13771
H49164 C37438
H77047 S11476
D76011 H80757
C57599 H80309
S10200 C36543
C61641 C14149
S76182 D66605
D27297 H75487
S21294 H741
D28824 H14007
S69441 D8449
D46488 H74787
S13045 S48830
D69025 C36100
D57343 C11811
C79819 C11365
H77972 C47439
H69164 H81618
S21335 H47879
D14248 D27398
H12132 D66948
H73006 D31751
S73559 H11655
D53306 S52562
S33781 C3367
