3428 93972
C1089 H1442
S569 S2212
D523 C723
D3212 S667
D382 H1777
H1015 S171
H1015 S378
D1487 D2101
S271 S1054
S2877 D2651
D694 H282
S1144 C2838
C1991 D130
S176 H2722
S1016 C784
C2646 S545
C2844 C321
H2659 S869
D2960 C1974
H82 C2841
C2752 S240
S118 C438
D401 H874
H1605 H438
H1215 D325
C1129 S522
C2073 S2986
S435 S1302
H2492 C970
D3191 H2187
S1651 S3276
H1635 C2712
H1036 C1284
S3164 C3231
S1345 C3327
H1354 D598
S3226 H2595
S1814 H2258
S2885 H884
H2062 D488
D1613 C2242
S3171 C5
H539 H3166
H1149 H3288
H47 D1020
D903 H1079
H1179 C1694
D2299 C3179
C588 S1744
S992 D3247
D2495 S1189
S1514 C3089
H2930 D3333
D2836 D527
D3235 D520
C2026 C2880
H2185 H1783
S3266 S1313
H889 C420
D2671 H2081
C2045 H3314
S421 H753
S3398 C791
C1435 D523
H2537 D475
S1722 S1032
C1151 H3347
D381 S2858
H943 H380
D1033 S2045
H3140 C81
C1028 C2706
C895 S1787
D2493 S163
H1242 S3334
C68 H1081
H1759 S15
S2193 C2263
C602 C2030
C2110 C1174
H1155 C2065
S2746 S3021
D2285 S2707
D2302 S2769
S3126 H1875
H1106 H948
H1532 S442
H2067 H1057
S321 H2904
C1653 H2397
H348 D239
C2258 H2198
D2615 S699
H85 H766
S2259 H2132
D2198 C445
D980 D2311
H126 S1322
H2369 C2961
H1917 D1289
H213 S33
C3037 D911
C2366 S1385
H1863 C753
H3126 S539
D601 D1107
S2056 D118
H1448 D2355
H589 H3010
C1019 S985
S195 C3286
H473 H941
D1974 D3063
H50 S375
D1314 C2109
C1613 D1813
H2727 H1368
H351 S1190
S616 D120
S518 S1183
H3220 D1355
D2748 S172
H3035 D1255
H2311 D2123
C1205 S726
C2367 H1807
C589 H2533
C1977 H1368
C2002 C729
D633 H2253
D2422 S3257
C1620 S799
C3318 H1921
D1305 C783
C1091 C3317
C1879 S410
S3323 S954
C2160 H1313
H182 H2808
C2006 H1411
C974 S1507
D1878 D69
S2099 H770
S3060 C634
H1916 H2931
D560 C2887
C2014 H2744
C1371 H868
S422 S2220
S1494 S415
S3115 H3410
H1644 H1186
D2453 H1133
C436 S2589
S517 C2075
S2816 S2111
C2690 S2134
S940 C1463
D358 S2339
C2781 S932
H1890 D67
C2340 D3357
D1189 D2791
H192 C2682
S1265 C1169
S966 H1488
D686 S830
S542 H1410
C2713 D2461
C1191 C1576
C33 C2413
D2083 D855
S3328 H1385
C3308 C166
D803 C3075
H2611 C1161
H1258 C2458
D383 H415
S3132 D1100
S3215 D549
D1176 D1178
H3068 S3075
H2017 S1770
H2277 H802
S3286 D2997
H2179 S1541
S544 S310
D2936 S665
S521 H1925
C286 H3204
S1851 D3064
D19 D2102
H630 C869
D21 S304
D2746 C1975
C2949 S2966
H1675 S559
H1360 D1302
C1657 H1571
S547 D1919
C3287 C259
C1073 S2731
H3359 C603
D1581 S1258
C3314 H1029
C3088 H2660
C161 D2376
D667 C1762
C1421 H1476
S3017 S2865
D2976 H2123
D1155 S1348
S3198 S1066
H2113 D2451
H986 D1481
C2151 D2238
C904 H347
S30 C2101
S1774 S2034
D3355 S394
C1961 S437
H3172 D2784
S831 D578
S3353 C585
C787 C1762
S3002 H1736
H2212 S136
H3351 H782
D3206 H2939
H1399 C908
D3212 H467
H2193 D2008
H36 D309
C1020 C564
D865 H1050
S751 S1830
D2892 D2549
H1643 D1547
C1980 C3131
C2830 C2393
C367 D3317
D2861 H1141
H1092 H1640
S2543 C3041
C2494 H490
C1639 H1792
H478 C243
C242 D1291
S3051 S3191
H2492 H2496
S3380 C3296
D447 H1113
D3230 H3206
D2034 H232
S3257 D1532
D1153 S1551
C3113 C3130
H3241 C1767
D239 C3335
C1012 D673
S2331 H1639
S84 S2129
D1936 C2106
D1684 H770
S1477 D3405
D453 C2594
D2775 D2355
S1612 S2908
S2051 H1457
S240 H880
S3131 C2173
S1750 H2638
S852 C2517
C2165 H2699
S1469 C2376
H1700 C2690
C1685 H3193
D3348 H538
H2888 D2407
H1185 D3407
C3142 S3107
C3263 S2269
S1966 S701
C2887 C925
S1571 C2490
D2233 C2811
S3131 D1458
D1713 H1767
S963 C2868
D1238 D881
S2131 H3069
H2729 S1461
D3094 D2734
S572 H1146
H1800 H609
S1339 S1791
C1383 C2128
H417 S1081
C2933 H3327
D950 C2583
S2376 C3366
C2934 D285
H2208 H507
C936 D2872
H310 S2824
S1680 H703
D1257 H882
S3241 H532
D3210 C1614
C1234 S2737
H1459 C2082
H2936 D3147
D2620 D2598
H798 D2401
H1762 C83
D340 S1017
S674 S564
H2044 H2316
D2420 H1119
S3042 C984
C197 H1675
S2541 C714
C2082 D1687
S2282 H1818
D722 D1781
S890 H1930
D1261 H755
S1617 H1622
D1095 D45
H474 C2783
H2518 S3344
C446 D3015
D931 D2620
S1590 D1137
H424 D2112
D1094 C3181
C3384 S3114
S1291 D3322
D5 D679
C2160 S1098
S1322 D1167
C1607 C3311
C189 H506
S3177 D1400
H3247 H910
D739 D1170
S2227 D1432
D3382 C2068
D2936 S529
H2983 D62
D2182 H1082
H2200 D2152
S1467 D3056
D1211 S2487
S902 H2014
H456 H2215
D1262 S3140
D1980 D529
S2815 H2811
H982 S2903
H2357 H372
C2990 S1539
D966 C952
C835 D1894
D326 C1233
S1012 S1926
D739 D822
D737 H1344
D1192 H2232
H1049 H871
S1361 S422
H1715 S2057
C3146 D1538
H1821 H3111
D1289 S1110
D3088 H1550
D87 C861
H2565 H2347
H45 H1309
C3084 D1577
S436 H2653
C1770 C2787
S810 H878
C403 D234
D2759 C2918
C2279 C854
C2075 D783
C1037 D1222
S1427 C615
C1468 H3100
S925 D510
S2573 D2454
S926 S1209
H2888 C1001
D2520 S2549
H278 S2326
C1560 C217
H2231 D1292
H2890 D1193
C2210 H1419
S3004 H1005
S2189 S1216
C2275 C2592
H2481 C1531
S2846 S1639
C688 D1339
C2079 H710
H2293 C1875
C427 H3213
H2675 C987
H2255 S1216
C1883 D749
H2282 D283
H541 D2760
H1226 C1724
S1311 S2535
H1324 H1484
H800 H1452
C1431 H3277
S3404 D133
D120 C1661
S3004 D1208
C448 H2574
D395 S1182
D1338 C2947
C2865 C2248
D1222 H851
H3196 H1957
D712 D2765
D1518 C1361
S146 C3098
C135 D2003
C2319 C2132
H381 D1188
C2052 C268
H218 H843
D3012 S2068
S2196 S2478
H1565 D662
C2445 S762
S1247 S1273
H1743 S1413
C589 H236
H692 S3004
D2684 C55
D1695 C1196
H3318 C2351
C1900 C1281
C809 C2463
S810 D1475
S482 S3134
D2849 S291
D3394 S807
C1143 D2021
D2314 D717
S1339 S3374
C2359 D2215
S859 D2976
D3379 C982
S2246 D1860
C511 C2097
H2593 C2356
C2798 H1719
C2735 C661
D609 D1831
D282 D80
H2504 C2079
C38 H3105
D362 H2265
C3351 S2238
H2919 D2962
H1617 C53
C1540 S591
D965 D2715
H1065 S3076
C1160 C651
D3181 S1135
C780 D230
S289 H2799
H2409 H139
C1495 C131
C51 D489
D1027 D254
S1205 D1599
S2401 S2545
